11-2022,Sales Managers,detailed,402600,0.6,68.12,141690,0.3,28.76,40.94,60.89,85.5,#,59810,85150,126640,177830,#,,,2019
11-2030,Public Relations and Fundraising Managers,detailed,79160,1.3,63.77,132630,0.6,31.15,40.76,55.86,77.52,#,64790,84780,116180,161230,#,,,2019
11-2030,Public Relations and Fundraising Managers,broad,79160,1.3,63.77,132630,0.6,31.15,40.76,55.86,77.52,#,64790,84780,116180,161230,#,,,2019
11-3000,Operations Specialties Managers,minor,1996160,0.3,64.69,134550,0.2,31.99,42.33,58.15,78.39,#,66540,88050,120960,163050,#,,,2019
11-3010,Administrative Services and Facilities Managers,detailed,307280,0.5,51.23,106550,0.3,26.54,34.72,46.61,61.65,79.96,55210,72220,96940,128230,166330,,,2019
11-3010,Administrative Services and Facilities Managers,broad,307280,0.5,51.23,106550,0.3,26.54,34.72,46.61,61.65,79.96,55210,72220,96940,128230,166330,,,2019
11-3020,Computer and Information Systems Managers,broad,433960,0.6,75.19,156390,0.3,42.06,54.38,70.37,89.24,#,87480,113110,146360,185610,#,,,2019
11-3021,Computer and Information Systems Managers,detailed,433960,0.6,75.19,156390,0.3,42.06,54.38,70.37,89.24,#,87480,113110,146360,185610,#,,,2019
11-3030,Financial Managers,broad,654790,0.6,70.93,147530,0.3,32.87,44.38,62.45,87.49,#,68370,92310,129890,181980,#,,,2019
11-3031,Financial Managers,detailed,654790,0.6,70.93,147530,0.3,32.87,44.38,62.45,87.49,#,68370,92310,129890,181980,#,,,2019
11-3050,Industrial Production Managers,broad,185790,0.9,55.34,115110,0.3,31.27,39.62,50.71,65.81,84.65,65050,82400,105480,136880,176070,,,2019
11-3051,Industrial Production Managers,detailed,185790,0.9,55.34,115110,0.3,31.27,39.62,50.71,65.81,84.65,65050,82400,105480,136880,176070,,,2019
11-3060,Purchasing Managers,broad,72100,0.8,61.73,128400,0.4,34.35,44.5,58.23,73.51,92.98,71450,92560,121110,152890,193400,,,2019
11-3061,Purchasing Managers,detailed,72100,0.8,61.73,128400,0.4,34.35,44.5,58.23,73.51,92.98,71450,92560,121110,152890,193400,,,2019
11-3070,"Transportation, Storage, and Distribution Managers",broad,132040,0.9,49.67,103320,0.4,26.85,34.64,45.46,59.84,77.17,55850,72050,94560,124460,160500,,,2019
11-3071,"Transportation, Storage, and Distribution Managers",detailed,132040,0.9,49.67,103320,0.4,26.85,34.64,45.46,59.84,77.17,55850,72050,94560,124460,160500,,,2019
11-3110,Compensation and Benefits Managers,broad,16900,1.9,64.52,134210,0.7,33.59,43.96,58.78,78.83,#,69870,91430,122270,163980,#,,,2019
11-3111,Compensation and Benefits Managers,detailed,16900,1.9,64.52,134210,0.7,33.59,43.96,58.78,78.83,#,69870,91430,122270,163980,#,,,2019
11-3120,Human Resources Managers,broad,154800,0.7,62.29,129570,0.3,32.84,42.38,56.11,75.27,98.9,68300,88150,116720,156560,205720,,,2019
11-3121,Human Resources Managers,detailed,154800,0.7,62.29,129570,0.3,32.84,42.38,56.11,75.27,98.9,68300,88150,116720,156560,205720,,,2019
11-3130,Training and Development Managers,broad,38510,1.2,59.36,123470,0.4,31.12,40.73,54.5,73.24,94.27,64720,84720,113350,152340,196070,,,2019
11-3131,Training and Development Managers,detailed,38510,1.2,59.36,123470,0.4,31.12,40.73,54.5,73.24,94.27,64720,84720,113350,152340,196070,,,2019
11-9000,Other Management Occupations,minor,2628970,0.3,49.31,102560,0.2,21.43,30.17,43.9,61.69,82.13,44560,62760,91300,128310,170820,,,2019
11-9010,"Farmers, Ranchers, and Other Agricultural Managers",broad,5060,5.1,38.63,80360,2.3,18.04,25.9,34.21,47.72,63.83,37530,53870,71160,99260,132760,,,2019
11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,5060,5.1,38.63,80360,2.3,18.04,25.9,34.21,47.72,63.83,37530,53870,71160,99260,132760,,,2019
11-9020,Construction Managers,broad,293380,0.9,50.48,105000,0.4,26.99,34.57,45.8,60.6,79.23,56140,71900,95260,126040,164790,,,2019
11-9021,Construction Managers,detailed,293380,0.9,50.48,105000,0.4,26.99,34.57,45.8,60.6,79.23,56140,71900,95260,126040,164790,,,2019
11-9030,Education and Childcare Administrators,broad,512820,0.6,47.25,98270,0.6,23.87,32.62,43.81,57.98,74.77,49650,67850,91130,120600,155510,,,2019
11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,52360,1.7,25.81,53690,1.0,14.83,17.99,23.18,29.85,39.71,30850,37420,48210,62090,82590,,,2019
11-9032,"Education Administrators, Kindergarten through Secondary",detailed,271020,0.8,*,100340,0.8,*,*,*,*,*,63070,76650,96400,121500,148630,True,,2019
11-9033,"Education Administrators, Postsecondary",detailed,144880,1.1,54.04,112400,0.7,26.59,33.89,45.87,64.94,93.31,55320,70490,95410,135070,194090,,,2019
11-9039,"Education Administrators, All Other",detailed,44550,2.2,44.3,92150,1.0,22.17,29.46,41.08,55.76,70.28,46110,61280,85450,115990,146190,,,2019
11-9040,Architectural and Engineering Managers,broad,194250,1.0,73.52,152930,0.3,44.48,55.61,69.63,86.16,#,92510,115670,144830,179220,#,,,2019
11-9041,Architectural and Engineering Managers,detailed,194250,1.0,73.52,152930,0.3,44.48,55.61,69.63,86.16,#,92510,115670,144830,179220,#,,,2019
11-9050,Food Service Managers,broad,235470,1.2,28.76,59820,0.5,15.97,20.32,26.6,34.27,44.73,33210,42260,55320,71270,93040,,,2019
11-9051,Food Service Managers,detailed,235470,1.2,28.76,59820,0.5,15.97,20.32,26.6,34.27,44.73,33210,42260,55320,71270,93040,,,2019
11-9071,Gambling Managers,detailed,4450,3.5,40.72,84700,1.2,22.67,28.29,36.04,47,65.7,47160,58840,74970,97770,136650,,,2019
11-9080,Lodging Managers,broad,38340,2.4,30.56,63570,1.1,15.09,19.24,26.17,36.12,50.83,31380,40010,54430,75130,105720,,,2019
11-9081,Lodging Managers,detailed,38340,2.4,30.56,63570,1.1,15.09,19.24,26.17,36.12,50.83,31380,40010,54430,75130,105720,,,2019
11-9110,Medical and Health Services Managers,broad,394910,0.6,55.37,115160,0.3,28.28,36.91,48.55,64.19,90.86,58820,76770,100980,133520,189000,,,2019
11-9111,Medical and Health Services Managers,detailed,394910,0.6,55.37,115160,0.3,28.28,36.91,48.55,64.19,90.86,58820,76770,100980,133520,189000,,,2019
11-9120,Natural Sciences Managers,broad,67720,4.8,69.93,145450,2.0,31.76,45.65,62.07,84.86,#,66050,94940,129100,176510,#,,,2019
11-9121,Natural Sciences Managers,detailed,67720,4.8,69.93,145450,2.0,31.76,45.65,62.07,84.86,#,66050,94940,129100,176510,#,,,2019
11-9130,Postmasters and Mail Superintendents,broad,13850,0.4,37.6,78220,0.1,31.43,33.73,36.97,41.49,45.62,65370,70160,76900,86300,94880,,,2019
11-9131,Postmasters and Mail Superintendents,detailed,13850,0.4,37.6,78220,0.1,31.43,33.73,36.97,41.49,45.62,65370,70160,76900,86300,94880,,,2019
11-9140,"Property, Real Estate, and Community Association Managers",broad,220750,1.3,34.48,71720,0.9,14.92,20.02,28.25,40.59,62.1,31030,41630,58760,84430,129160,,,2019
11-9141,"Property, Real Estate, and Community Association Managers",detailed,220750,1.3,34.48,71720,0.9,14.92,20.02,28.25,40.59,62.1,31030,41630,58760,84430,129160,,,2019
11-9150,Social and Community Service Managers,broad,156460,1.5,35.05,72900,0.5,19.82,25.23,32.28,42.39,54.08,41220,52480,67150,88180,112480,,,2019
11-9151,Social and Community Service Managers,detailed,156460,1.5,35.05,72900,0.5,19.82,25.23,32.28,42.39,54.08,41220,52480,67150,88180,112480,,,2019
11-9160,Emergency Management Directors,broad,10060,1.4,39.68,82530,0.8,19.44,25.99,35.86,49.68,67.9,40430,54050,74590,103330,141230,,,2019
11-9161,Emergency Management Directors,detailed,10060,1.4,39.68,82530,0.8,19.44,25.99,35.86,49.68,67.9,40430,54050,74590,103330,141230,,,2019
11-9171,Funeral Home Managers,detailed,9400,3.3,45.78,95220,3.6,21.21,27.42,36.71,53.52,77.82,44120,57020,76350,111310,161870,,,2019
11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,472060,0.5,57.07,118710,0.3,25.67,37.07,53.19,70.99,91.99,53380,77100,110630,147660,191340,,,2019
13-0000,Business and Financial Operations Occupations,major,8183750,0.2,37.56,78130,0.2,18.76,25.06,33.57,45.61,60.6,39020,52130,69820,94870,126040,,,2019
13-1000,Business Operations Specialists,minor,5427140,0.3,36.31,75530,0.2,18.32,24.56,33.04,44.73,58.57,38090,51090,68730,93030,121830,,,2019
13-1010,"Agents and Business Managers of Artists, Performers, and Athletes",broad,17060,12.4,46.72,97170,4.0,17.93,24.32,35.45,57.9,91.07,37300,50590,73740,120430,189420,,,2019
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,17060,12.4,46.72,97170,4.0,17.93,24.32,35.45,57.9,91.07,37300,50590,73740,120430,189420,,,2019
13-1020,Buyers and Purchasing Agents,detailed,421280,0.7,33.5,69680,0.3,18.38,23.69,30.95,40.69,51.69,38230,49280,64380,84630,107510,,,2019
13-1020,Buyers and Purchasing Agents,broad,421280,0.7,33.5,69680,0.3,18.38,23.69,30.95,40.69,51.69,38230,49280,64380,84630,107510,,,2019
13-1030,"Claims Adjusters, Appraisers, Examiners, and Investigators",broad,301710,1.4,33.09,68820,0.4,19.84,24.61,31.99,39.76,48.16,41260,51190,66540,82700,100170,,,2019
13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,287960,1.4,33.15,68940,0.4,19.76,24.53,32.11,39.93,48.27,41100,51030,66790,83050,100400,,,2019
13-1032,"Insurance Appraisers, Auto Damage",detailed,13750,5.5,31.85,66240,0.9,21.36,25.69,30.42,37.41,45.06,44430,53430,63270,77810,93720,,,2019
13-1040,Compliance Officers,broad,317600,0.6,35.03,72850,0.2,18.71,24.54,33.2,43.88,52.86,38920,51050,69050,91260,109950,,,2019
13-1041,Compliance Officers,detailed,317600,0.6,35.03,72850,0.2,18.71,24.54,33.2,43.88,52.86,38920,51050,69050,91260,109950,,,2019
13-1050,Cost Estimators,broad,210000,0.9,34.31,71350,0.3,18.93,24.66,31.37,41.38,53.53,39380,51300,65250,86080,111350,,,2019
13-1051,Cost Estimators,detailed,210000,0.9,34.31,71350,0.3,18.93,24.66,31.37,41.38,53.53,39380,51300,65250,86080,111350,,,2019
13-1070,Human Resources Workers,broad,708780,0.5,32.79,68200,0.2,17.36,22.75,30.02,39.73,51.9,36120,47320,62440,82650,107950,,,2019
13-1071,Human Resources Specialists,detailed,633040,0.5,32.58,67760,0.2,17.88,22.81,29.77,39.15,50.93,37180,47450,61920,81430,105930,,,2019
13-1074,Farm Labor Contractors,detailed,160,10.8,29.84,62060,7.9,16.3,18.58,29.77,39.1,46.15,33900,38640,61910,81330,95990,,,2019
13-1075,Labor Relations Specialists,detailed,75580,1.9,34.55,71870,1.4,9.24,21.59,33.18,45.55,59.8,19230,44920,69020,94740,124380,,,2019
13-1081,Logisticians,detailed,182050,1.0,37.83,78680,0.4,21.16,27.44,35.94,46.27,57.88,44020,57080,74750,96240,120400,,,2019
13-1110,Management Analysts,broad,709750,0.7,45.94,95560,0.4,23.9,30.8,40.99,54.7,74.19,49700,64060,85260,113770,154310,,,2019
13-1111,Management Analysts,detailed,709750,0.7,45.94,95560,0.4,23.9,30.8,40.99,54.7,74.19,49700,64060,85260,113770,154310,,,2019
13-1120,"Meeting, Convention, and Event Planners",broad,117610,1.6,26.39,54880,0.7,13.75,18.1,24.33,31.67,41.53,28590,37640,50600,65860,86390,,,2019
13-1121,"Meeting, Convention, and Event Planners",detailed,117610,1.6,26.39,54880,0.7,13.75,18.1,24.33,31.67,41.53,28590,37640,50600,65860,86390,,,2019
13-1130,Fundraisers,broad,81660,1.5,30.21,62830,0.8,16.12,21.13,27.87,36.84,48.27,33530,43940,57970,76620,100410,,,2019
13-1131,Fundraisers,detailed,81660,1.5,30.21,62830,0.8,16.12,21.13,27.87,36.84,48.27,33530,43940,57970,76620,100410,,,2019
13-1140,"Compensation, Benefits, and Job Analysis Specialists",broad,89300,1.8,33.58,69840,0.6,19.3,24.04,31.04,39.86,50.77,40140,50000,64560,82920,105600,,,2019
13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,89300,1.8,33.58,69840,0.6,19.3,24.04,31.04,39.86,50.77,40140,50000,64560,82920,105600,,,2019
13-1150,Training and Development Specialists,broad,312450,0.7,31.56,65640,0.3,15.71,21.48,29.43,39.08,50.1,32680,44680,61210,81290,104200,,,2019
13-1151,Training and Development Specialists,detailed,312450,0.7,31.56,65640,0.3,15.71,21.48,29.43,39.08,50.1,32680,44680,61210,81290,104200,,,2019
13-1160,Market Research Analysts and Marketing Specialists,broad,678500,0.7,34.41,71570,0.4,16.51,22.5,30.67,43.07,58.96,34350,46800,63790,89580,122630,,,2019
13-1161,Market Research Analysts and Marketing Specialists,detailed,678500,0.7,34.41,71570,0.4,16.51,22.5,30.67,43.07,58.96,34350,46800,63790,89580,122630,,,2019
13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,1279390,0.5,38.57,80220,0.3,19.2,26.02,35.37,47.67,61.74,39930,54110,73570,99150,128420,,,2019
13-2000,Financial Specialists,minor,2756610,0.4,40.03,83260,0.3,19.71,25.96,34.59,47.29,65.26,40990,53990,71950,98360,135740,,,2019
13-2010,Accountants and Auditors,broad,1280700,0.6,38.23,79520,0.3,21.39,26.88,34.4,45.36,59.83,44480,55900,71550,94340,124450,,,2019
13-2011,Accountants and Auditors,detailed,1280700,0.6,38.23,79520,0.3,21.39,26.88,34.4,45.36,59.83,44480,55900,71550,94340,124450,,,2019
13-2020,Property Appraisers and Assessors,detailed,56320,2.7,30.58,63610,1.2,14.98,20.18,27.41,37.82,50.26,31160,41980,57010,78670,104540,,,2019
13-2020,Property Appraisers and Assessors,broad,56320,2.7,30.58,63610,1.2,14.98,20.18,27.41,37.82,50.26,31160,41980,57010,78670,104540,,,2019
13-2030,Budget Analysts,broad,51460,1.0,38.61,80300,0.4,24.15,29.35,36.8,46.53,56.02,50230,61040,76540,96780,116510,,,2019
13-2031,Budget Analysts,detailed,51460,1.0,38.61,80300,0.4,24.15,29.35,36.8,46.53,56.02,50230,61040,76540,96780,116510,,,2019
13-2040,Credit Analysts,broad,73930,2.2,40.83,84930,1.1,20.88,26.6,35.41,48.97,70.11,43430,55320,73650,101860,145840,,,2019
13-2041,Credit Analysts,detailed,73930,2.2,40.83,84930,1.1,20.88,26.6,35.41,48.97,70.11,43430,55320,73650,101860,145840,,,2019
13-2052,Personal Financial Advisors,detailed,210190,1.5,57.35,119290,1.1,20.65,27.78,42.24,74.27,#,42950,57780,87850,154480,#,,,2019
13-2053,Insurance Underwriters,detailed,100050,2.3,37.33,77640,0.8,20.37,25.72,33.67,45.38,59.77,42360,53510,70020,94390,124320,,,2019
13-2060,Financial Examiners,broad,64550,2.3,44.39,92330,1.4,20.91,28.3,38.99,54.82,76.06,43500,58860,81090,114030,158200,,,2019
13-2061,Financial Examiners,detailed,64550,2.3,44.39,92330,1.4,20.91,28.3,38.99,54.82,76.06,43500,58860,81090,114030,158200,,,2019
13-2070,Credit Counselors and Loan Officers,broad,340480,1.1,35.46,73750,0.6,15.59,20.9,29.37,42.99,62.02,32420,43470,61090,89420,129000,,,2019
13-2071,Credit Counselors,detailed,32110,2.8,24.15,50230,0.9,15.23,17.91,22.09,28.11,36.9,31670,37250,45950,58470,76740,,,2019
13-2072,Loan Officers,detailed,308370,1.2,36.64,76200,0.6,15.65,21.56,30.42,44.69,63.79,32560,44840,63270,92960,132680,,,2019
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",broad,120430,1.6,26.27,54640,0.9,11.72,16.33,23.84,33.46,45.81,24380,33970,49590,69600,95280,,,2019
13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,53760,0.5,29.31,60960,0.3,15.91,20.05,26.39,36.95,48.93,33090,41700,54890,76850,101780,,,2019
13-2082,Tax Preparers,detailed,66670,2.8,23.82,49550,1.4,10.46,13.68,20.71,30.32,41.86,21750,28450,43080,63070,87060,,,2019
13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,458510,0.9,45.27,94160,0.6,22.71,29.74,39.22,52.56,75.07,47230,61850,81590,109330,156150,,,2019
15-0000,Computer and Mathematical Occupations,major,4552880,0.4,45.08,93760,0.5,21.79,30.22,42.47,57.47,73.08,45320,62850,88340,119550,152010,,,2019
15-1200,Computer Occupations,minor,4358410,0.4,45.01,93620,0.5,21.67,30.12,42.43,57.46,73.07,45070,62650,88240,119520,151980,,,2019
15-1210,Computer and Information Analysts,broad,714640,0.9,46.91,97570,0.3,26.71,34.03,44.4,57.41,72.39,55560,70780,92360,119420,150570,,,2019
15-1211,Computer Systems Analysts,detailed,589060,1.0,46.23,96160,0.4,26.53,33.65,43.71,56.31,71,55180,70000,90920,117120,147670,,,2019
15-1212,Information Security Analysts,detailed,125570,1.8,50.1,104210,0.5,27.79,36.27,47.95,61.85,76.37,57810,75450,99730,128640,158860,,,2019
15-1220,Computer and Information Research Scientists,broad,30780,3.6,61.28,127460,1.4,33.65,44.85,59.06,74.05,91.24,69990,93290,122840,154020,189780,,,2019
15-1221,Computer and Information Research Scientists,detailed,30780,3.6,61.28,127460,1.4,33.65,44.85,59.06,74.05,91.24,69990,93290,122840,154020,189780,,,2019
15-1230,Computer Support Specialists,broad,832750,0.7,28.51,59290,0.3,15.97,20.14,26.33,34.76,45.51,33220,41880,54760,72300,94660,,,2019
15-1231,Computer Network Support Specialists,detailed,185430,1.3,33.1,68860,0.5,18.75,23.63,30.51,40.01,51.17,38990,49160,63460,83230,106420,,,2019
15-1232,Computer User Support Specialists,detailed,647330,0.8,27.19,56550,0.4,15.54,19.39,25.13,32.72,42.53,32330,40340,52270,68060,88470,,,2019
15-1240,Database and Network Administrators and Architects,broad,632330,0.6,46.33,96380,0.2,25.88,33.19,43.94,57.66,72.31,53840,69030,91390,119920,150400,,,2019
15-1241,Computer Network Architects,detailed,152420,1.5,55.34,115110,0.5,31.14,41.01,54.18,68.56,80.96,64770,85290,112690,142610,168390,,,2019
15-1244,Network and Computer Systems Administrators,detailed,354450,0.8,42.51,88410,0.2,25.18,31.47,40.15,51.11,63.71,52370,65460,83510,106310,132520,,,2019
15-1245,Database Administrators and Architects,detailed,125460,1.1,46.21,96110,0.4,24.91,32.86,45.07,58.12,71.18,51800,68340,93750,120880,148060,,,2019
15-1250,"Software and Web Developers, Programmers, and Testers",broad,1754750,0.7,51.44,106980,0.8,27.78,36.89,49.2,63.34,78.06,57790,76730,102330,131750,162360,,,2019
15-1251,Computer Programmers,detailed,199540,1.6,44.53,92610,1.4,24.11,31.62,41.61,53.91,67.43,50150,65760,86550,112120,140250,,,2019
15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,1406870,0.8,53.66,111620,0.7,30.88,39.63,51.69,65.54,79.13,64240,82430,107510,136320,164590,,,2019
15-1257,Web Developers and Digital Interface Designers,detailed,148340,1.4,39.6,82370,3.3,19.01,25.73,35.46,49.47,68.31,39550,53520,73760,102900,142080,,,2019
15-1290,Miscellaneous Computer Occupations,broad,393160,0.9,44.43,92410,0.5,21.05,30.1,42.57,56.38,70.4,43780,62620,88550,117260,146440,,,2019
15-1299,"Computer Occupations, All Other",detailed,393160,0.9,44.43,92410,0.5,21.05,30.1,42.57,56.38,70.4,43780,62620,88550,117260,146440,,,2019
15-2000,Mathematical Science Occupations,minor,194460,1.3,46.59,96900,0.4,24.76,32.23,43.47,57.67,73.47,51500,67030,90410,119960,152820,,,2019
15-2010,Actuaries,broad,22260,3.8,58.16,120970,1.1,31.18,39.04,52.09,71.5,93.08,64860,81210,108350,148720,193600,,,2019
15-2011,Actuaries,detailed,22260,3.8,58.16,120970,1.1,31.18,39.04,52.09,71.5,93.08,64860,81210,108350,148720,193600,,,2019
15-2020,Mathematicians,broad,2630,7.6,51.57,107280,1.8,27.94,36.62,50.5,61.47,77.92,58100,76170,105030,127860,162060,,,2019
15-2021,Mathematicians,detailed,2630,7.6,51.57,107280,1.8,27.94,36.62,50.5,61.47,77.92,58100,76170,105030,127860,162060,,,2019
15-2030,Operations Research Analysts,broad,99680,1.8,43.56,90600,0.5,23.4,30.18,40.78,54.17,67.69,48670,62780,84810,112680,140790,,,2019
15-2031,Operations Research Analysts,detailed,99680,1.8,43.56,90600,0.5,23.4,30.18,40.78,54.17,67.69,48670,62780,84810,112680,140790,,,2019
15-2040,Statisticians,broad,39090,2.2,46,95680,0.8,25.33,32.92,43.83,57.11,70.56,52690,68480,91160,118790,146770,,,2019
15-2041,Statisticians,detailed,39090,2.2,46,95680,0.8,25.33,32.92,43.83,57.11,70.56,52690,68480,91160,118790,146770,,,2019
15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,30810,3.1,48.35,100560,1.0,25.34,33.7,45.33,60.16,75.99,52720,70090,94280,125140,158060,,,2019
17-0000,Architecture and Engineering Occupations,major,2592680,0.5,42.69,88800,0.3,21.77,29.28,39.15,52.87,68.56,45280,60910,81440,109970,142610,,,2019
17-1000,"Architects, Surveyors, and Cartographers",minor,182650,1.2,39.06,81250,0.7,20.54,27.14,35.83,47.11,60.69,42720,56460,74520,97990,126230,,,2019
17-1010,"Architects, Except Naval",broad,126130,1.5,41.85,87060,0.8,22.66,29.23,37.93,49.51,63.8,47130,60800,78890,102980,132700,,,2019
17-1011,"Architects, Except Landscape and Naval",detailed,105850,1.8,43.06,89560,0.9,23.41,30.1,38.82,50.77,66.16,48700,62600,80750,105600,137620,,,2019
17-1012,Landscape Architects,detailed,20280,4.5,35.56,73970,1.1,20.35,26.25,33.35,43.31,53.98,42320,54600,69360,90090,112290,,,2019
17-1020,"Surveyors, Cartographers, and Photogrammetrists",broad,56520,1.6,32.84,68300,0.6,17.85,23.42,30.71,40.54,50.22,37130,48720,63880,84320,104460,,,2019
17-1021,Cartographers and Photogrammetrists,detailed,11300,2.6,33.55,69790,0.8,20.03,25.17,31.47,40.89,49.7,41670,52340,65470,85050,103380,,,2019
17-1022,Surveyors,detailed,45220,1.9,32.66,67920,0.7,17.36,22.96,30.49,40.44,50.41,36110,47750,63420,84120,104850,,,2019
17-2000,Engineers,minor,1730720,0.6,48.45,100770,0.3,27.98,35.07,45.43,58.86,74.46,58210,72940,94500,122420,154870,,,2019
17-2010,Aerospace Engineers,broad,63200,3.4,57.32,119220,0.8,34.83,43.86,56.01,69.97,80.11,72450,91240,116500,145530,166620,,,2019
17-2011,Aerospace Engineers,detailed,63200,3.4,57.32,119220,0.8,34.83,43.86,56.01,69.97,80.11,72450,91240,116500,145530,166620,,,2019
17-2020,Agricultural Engineers,broad,1550,10.6,47.26,98290,12.4,22.76,29.4,38.81,49.62,77.38,47330,61140,80720,103210,160950,,,2019
17-2021,Agricultural Engineers,detailed,1550,10.6,47.26,98290,12.4,22.76,29.4,38.81,49.62,77.38,47330,61140,80720,103210,160950,,,2019
17-2030,Bioengineers and Biomedical Engineers,broad,19780,4.9,46.68,97090,1.1,26.58,34.13,43.95,56.74,71.26,55280,70990,91410,118020,148210,,,2019
17-2031,Bioengineers and Biomedical Engineers,detailed,19780,4.9,46.68,97090,1.1,26.58,34.13,43.95,56.74,71.26,55280,70990,91410,118020,148210,,,2019
17-2040,Chemical Engineers,broad,30120,2.6,56.29,117090,1.5,32.12,40.73,52.3,66.28,84.66,66810,84720,108770,137860,176090,,,2019
17-2041,Chemical Engineers,detailed,30120,2.6,56.29,117090,1.5,32.12,40.73,52.3,66.28,84.66,66810,84720,108770,137860,176090,,,2019
17-2050,Civil Engineers,broad,310850,1.0,45.36,94360,0.4,26.63,32.76,41.86,54.6,69.5,55380,68130,87060,113580,144560,,,2019
17-2051,Civil Engineers,detailed,310850,1.0,45.36,94360,0.4,26.63,32.76,41.86,54.6,69.5,55380,68130,87060,113580,144560,,,2019
17-2060,Computer Hardware Engineers,broad,67880,3.8,59.15,123030,1.7,32.91,42.69,56.36,72.52,89.06,68460,88800,117220,150840,185240,,,2019
17-2061,Computer Hardware Engineers,detailed,67880,3.8,59.15,123030,1.7,32.91,42.69,56.36,72.52,89.06,68460,88800,117220,150840,185240,,,2019
17-2070,Electrical and Electronics Engineers,broad,314360,1.2,51.08,106240,0.4,31.04,38.02,48.68,61.71,76.86,64570,79090,101250,128360,159880,,,2019
17-2071,Electrical Engineers,detailed,185570,1.4,49.75,103480,0.4,30.3,37.06,47.37,60.35,74.94,63020,77080,98530,125520,155880,,,2019
17-2072,"Electronics Engineers, Except Computer",detailed,128800,1.9,52.99,110210,0.7,32.03,39.62,50.76,63.97,78.95,66620,82420,105570,133050,164210,,,2019
17-2080,Environmental Engineers,broad,53150,1.9,45.3,94220,0.7,26.12,32.69,42.72,54.93,68.3,54330,68000,88860,114250,142070,,,2019
17-2081,Environmental Engineers,detailed,53150,1.9,45.3,94220,0.7,26.12,32.69,42.72,54.93,68.3,54330,68000,88860,114250,142070,,,2019
17-2110,"Industrial Engineers, Including Health and Safety",broad,317560,1.3,44.63,92830,0.3,27.39,33.86,42.42,53.34,64.85,56970,70430,88240,110950,134890,,,2019
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,25860,2.3,45.58,94810,0.7,25.79,33.14,43.95,56.94,69.18,53650,68940,91410,118440,143880,,,2019
17-2112,Industrial Engineers,detailed,291710,1.4,44.55,92660,0.3,27.54,33.91,42.32,52.96,64.46,57290,70540,88020,110160,134070,,,2019
17-2120,Marine Engineers and Naval Architects,broad,11360,4.6,47.47,98730,1.6,31.46,36.3,44.42,56.14,71.01,65440,75500,92400,116770,147710,,,2019
