11-9071,Gaming Managers,,3570,4.0,35.95,74780,1.2,20.57,25.37,32.32,42.06,56.17,42790,52780,67230,87490,116840,,,2011
11-9081,Lodging Managers,,29870,2.2,26.49,55100,0.8,14.2,17.59,22.81,31.61,42.95,29540,36590,47450,65750,89330,,,2011
11-9111,Medical and Health Services Managers,,287560,0.8,46.17,96030,0.3,25.35,32.43,41.54,53.97,71.1,52730,67450,86400,112260,147890,,,2011
11-9121,Natural Sciences Managers,,47510,1.9,61.65,128230,1.5,30.86,42.33,55.18,74.33,#,64180,88040,114770,154620,#,,,2011
11-9131,Postmasters and Mail Superintendents,,24410,0.0,29.85,62080,0.1,16.81,24.91,30.25,36.9,40.81,34960,51810,62920,76750,84890,,,2011
11-9141,"Property, Real Estate, and Community Association Managers",,152380,1.2,30.36,63150,0.8,12.41,17.68,25.24,36.63,54.15,25810,36770,52510,76180,112630,,,2011
11-9151,Social and Community Service Managers,,115550,0.7,30.43,63290,0.4,16.83,21.31,28.2,36.77,46.98,35010,44320,58660,76490,97720,,,2011
11-9161,Emergency Management Directors,,11050,2.1,30.22,62850,2.1,14.09,19.81,27.53,38.34,48.86,29300,41200,57270,79740,101630,,,2011
11-9199,"Managers, All Other",,343560,0.8,50.44,104910,0.6,24.7,34.18,47.85,62.31,77.02,51380,71100,99540,129600,160200,,,2011
13-0000,Business and Financial Operations Occupations,major,6178070,0.3,33.05,68740,0.2,16.71,21.99,29.67,40.12,52.9,34770,45750,61700,83450,110040,,,2011
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",,11950,3.6,44.35,92250,4.6,13.24,20.07,31.15,55.95,#,27540,41740,64790,116370,#,,,2011
13-1021,"Buyers and Purchasing Agents, Farm Products",,10180,3.3,29.08,60500,1.1,15.53,20.46,26.86,35.15,45.04,32310,42570,55860,73120,93690,,,2011
13-1022,"Wholesale and Retail Buyers, Except Farm Products",,105610,1.5,27.31,56810,0.7,14.21,18.5,24.27,32.72,43.63,29570,38490,50490,68060,90740,,,2011
13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",,274540,0.6,29.46,61280,0.2,17.13,21.36,27.68,36,44.72,35640,44420,57580,74880,93020,,,2011
13-1031,"Claims Adjusters, Examiners, and Investigators",,263810,1.2,29.38,61110,0.5,17.45,21.82,28.52,35.68,43.07,36310,45390,59320,74210,89590,,,2011
13-1032,"Insurance Appraisers, Auto Damage",,10950,4.8,28.41,59080,1.7,19.62,23.59,27.42,33.14,39.88,40800,49070,57020,68930,82940,,,2011
13-1041,Compliance Officers,,210510,0.6,30.66,63760,0.3,16.79,21.8,29.2,37.29,46.48,34920,45330,60740,77570,96680,,,2011
13-1051,Cost Estimators,,187730,0.8,30.13,62670,0.3,16.59,21.33,28.1,36.71,46.13,34510,44370,58460,76360,95950,,,2011
13-1074,Farm Labor Contractors,,960,10.2,17.17,35720,4.8,8.55,10.8,14.02,20.98,29.49,17790,22460,29150,43640,61330,,,2011
13-1078,"Human Resources, Training, and Labor Relations Specialists, All Other*",,436090,0.7,28.31,58890,0.3,14.35,19.21,26.11,35.33,45.53,29850,39960,54310,73490,94700,,,2011
13-1081,Logisticians,,112310,1.2,35.99,74860,0.5,21.55,27.16,34.57,43.41,53.23,44830,56490,71910,90290,110720,,,2011
13-1111,Management Analysts,,538950,0.8,42.3,87980,0.5,21.12,28.14,37.74,50.58,68.16,43920,58530,78490,105210,141780,,,2011
13-1121,"Meeting, Convention, and Event Planners*",,64020,1.9,23.96,49840,0.6,13.18,17.05,22.13,28.9,37.75,27410,35470,46020,60100,78530,,,2011
13-1141,"Compensation, Benefits, and Job Analysis Specialists",,94710,1.0,29.34,61030,0.3,17.71,21.63,27.86,35.18,43.86,36830,44990,57960,73170,91220,,,2011
13-1151,Training and Development Specialists,,205680,0.8,28.14,58540,0.3,15.27,19.82,26.51,35,44.14,31760,41230,55150,72800,91820,,,2011
13-1161,Market Research Analysts and Marketing Specialists*,,318190,0.8,32.27,67130,0.5,16.1,21.12,28.97,40.71,54.12,33490,43930,60250,84690,112560,,,2011
13-1199,"Business Operations Specialists, All Other*",,967250,0.6,33.21,69070,0.3,16.48,22.65,30.78,41.03,52.88,34280,47110,64030,85350,109990,,,2011
13-2011,Accountants and Auditors,,1085150,0.5,33.72,70130,0.2,19.06,23.52,30.22,40.01,52.82,39640,48920,62850,83210,109870,,,2011
13-2021,Appraisers and Assessors of Real Estate,,60930,2.2,26.18,54460,1.2,12.13,16.7,23.49,33.07,44.01,25220,34740,48870,68780,91540,,,2011
13-2031,Budget Analysts,,57110,1.2,34.35,71450,0.3,21.81,26.57,33.22,41.6,49.17,45360,55260,69090,86540,102280,,,2011
13-2041,Credit Analysts,,59140,1.8,33.48,69640,0.8,17.59,22.06,29.2,40.01,55.41,36590,45880,60730,83210,115240,,,2011
13-2051,Financial Analysts,,226340,1.2,42.18,87740,0.7,22.26,27.84,36.37,48.62,69.99,46300,57900,75650,101120,145580,,,2011
13-2052,Personal Financial Advisors,,161790,1.6,43.7,90900,1.5,15.78,20.75,32.01,53.79,#,32810,43160,66580,111880,#,,,2011
13-2053,Insurance Underwriters,,92840,2.0,32.46,67520,0.6,18.14,22.59,29.25,39.83,51.67,37720,46980,60830,82840,107460,,,2011
13-2061,Financial Examiners,,28050,3.1,40.2,83620,1.4,20.92,26.92,36.18,50.72,66.68,43520,55990,75250,105490,138700,,,2011
13-2071,Credit Counselors,,29400,3.1,20.16,41940,0.8,12.97,15.46,18.48,22.91,29.39,26980,32150,38430,47650,61140,,,2011
13-2072,Loan Officers,,284530,1.3,32.67,67960,1.1,15.44,20.14,27.9,39.35,55.5,32110,41890,58030,81850,115450,,,2011
13-2081,"Tax Examiners and Collectors, and Revenue Agents",,67970,0.4,26.67,55480,0.3,14.42,18.46,24.1,33.08,44.55,29990,38400,50130,68810,92650,,,2011
13-2082,Tax Preparers,,59180,3.6,18.95,39410,1.6,8.91,11.08,15.54,23.59,34.35,18540,23050,32320,49070,71450,,,2011
13-2099,"Financial Specialists, All Other",,152200,1.3,31.59,65700,0.6,17.01,21.33,28.76,38.44,49.84,35370,44370,59810,79960,103660,,,2011
15-0000,Computer and Mathematical Occupations,major,3406720,0.5,37.85,78730,0.3,19.25,26.17,36.1,47.33,58.75,40040,54430,75080,98450,122210,,,2011
15-1111,Computer and Information Research Scientists,,25160,3.3,49.59,103160,1.3,27.31,37.5,48.59,59.39,72.91,56800,77990,101080,123530,151660,,,2011
15-1121,Computer Systems Analysts,,487740,1.1,39.58,82320,0.3,23.74,29.93,37.87,47.35,57.72,49370,62260,78770,98490,120060,,,2011
15-1131,Computer Programmers,,320100,1.2,36.54,76010,0.5,20.06,26.37,34.92,44.48,55.58,41710,54850,72630,92510,115610,,,2011
15-1132,"Software Developers, Applications",,539880,1.1,44.27,92080,0.4,26.43,33.8,42.92,53.84,65.62,54980,70300,89280,111990,136490,,,2011
15-1133,"Software Developers, Systems Software",,387050,1.8,48.28,100420,0.5,30.03,37.36,46.44,57.93,70.69,62470,77720,96600,120500,147030,,,2011
15-1141,Database Administrators,,108500,1.1,37.19,77350,0.3,20.36,26.85,36.15,46.46,56.19,42360,55840,75190,96640,116870,,,2011
15-1142,Network and Computer Systems Administrators*,,341800,0.7,35.71,74270,0.3,20.87,26.52,34.12,43.34,53.95,43400,55150,70970,90160,112210,,,2011
15-1150,Computer Support Specialists,,632490,0.8,24.91,51820,0.3,13.93,17.78,22.91,30.06,39.03,28980,36990,47660,62530,81190,,,2011
15-1179,"Information Security Analysts, Web Developers, and Computer Network Architects",,272670,1.1,39.27,81670,0.4,20.56,28.03,37.49,48.83,60.03,42770,58300,77990,101570,124860,,,2011
15-1799,"Computer Occupations, All Other*",,177630,1.1,38.7,80500,0.5,20.27,28.79,38.43,48.51,57.07,42150,59870,79930,100900,118710,,,2011
15-2011,Actuaries,,19590,3.5,49.52,103000,1.1,26.13,32.76,43.78,61.15,80.9,54350,68140,91060,127200,168270,,,2011
15-2021,Mathematicians,,2980,6.3,48.71,101320,2.1,26.77,34.12,48.58,59.02,73.15,55680,70960,101040,122760,152140,,,2011
15-2031,Operations Research Analysts,,65030,2.1,37.9,78840,0.8,19.53,25.3,34.59,46.68,60.58,40620,52620,71950,97090,126000,,,2011
15-2041,Statisticians,,23770,2.3,37.16,77280,1.6,19.15,25.16,35.52,46.83,57.55,39840,52330,73880,97410,119710,,,2011
15-2091,Mathematical Technicians,,1060,9.2,24.47,50910,3.6,14.26,16.61,22.32,28.88,39.14,29660,34550,46420,60060,81420,,,2011
15-2099,"Mathematical Science Occupations, All Other",,1260,13.3,30.37,63170,2.8,15.65,20.39,26.95,36.76,50.91,32540,42410,56060,76460,105890,,,2011
17-0000,Architecture and Engineering Occupations,major,2310830,0.5,37.08,77120,0.2,19.06,25.58,34.65,45.78,57.87,39640,53220,72070,95230,120380,,,2011
17-1011,"Architects, Except Landscape and Naval",,83590,1.6,38.13,79300,0.7,21.17,27.01,35.26,44.88,57.41,44030,56180,73340,93350,119410,,,2011
17-1012,Landscape Architects,,15760,4.3,31.98,66520,1.2,18.08,22.89,30.4,39.17,47.87,37620,47600,63240,81480,99560,,,2011
17-1021,Cartographers and Photogrammetrists,,11240,2.8,28.9,60110,1.1,16.74,20.94,26.91,35.18,44.38,34810,43560,55970,73180,92310,,,2011
17-1022,Surveyors,,42020,1.7,28.24,58740,0.6,15.01,19.61,26.73,35.34,43.8,31220,40790,55590,73510,91100,,,2011
17-2011,Aerospace Engineers,,79400,5.9,49.94,103870,0.9,31.4,39.04,49.24,60.22,71.06,65310,81190,102420,125260,147810,,,2011
17-2021,Agricultural Engineers,,2650,6.5,37.69,78400,2.6,21.24,27.15,35.88,45.13,56.89,44180,56470,74630,93880,118330,,,2011
17-2031,Biomedical Engineers,,16590,7.7,42.48,88360,1.2,24.7,31.16,40.71,52.18,64.5,51380,64800,84670,108540,134150,,,2011
17-2041,Chemical Engineers,,27860,2.5,47.81,99440,1.5,28.55,35.12,44.68,55.98,70.5,59380,73060,92930,116430,146650,,,2011
17-2051,Civil Engineers,,254130,1.1,39.76,82710,0.4,24.22,29.76,37.49,47.25,57.51,50370,61910,77990,98270,119620,,,2011
17-2061,Computer Hardware Engineers,,71990,3.8,48.73,101360,0.8,30,37.32,47.41,58.99,70.97,62400,77630,98610,122700,147610,,,2011
17-2071,Electrical Engineers,,154250,1.4,42.88,89200,0.4,26.3,32.7,41.31,51.87,63.3,54710,68020,85920,107890,131660,,,2011
17-2072,"Electronics Engineers, Except Computer",,136310,1.9,45.51,94670,0.6,28.3,34.86,43.99,54.93,67.07,58870,72510,91500,114260,139500,,,2011
17-2081,Environmental Engineers,,50350,1.7,40.07,83340,0.6,23.54,29.6,38.01,48.08,57.48,48960,61560,79050,100010,119560,,,2011
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",,23170,2.1,37.76,78540,0.6,21.57,28.29,36.28,46.49,56.06,44860,58840,75470,96700,116610,,,2011
17-2112,Industrial Engineers,,211490,1.1,38.39,79840,0.3,24.2,30.03,37.13,45.19,55.45,50350,62460,77240,93990,115340,,,2011
17-2121,Marine Engineers and Naval Architects,,5470,9.2,44.1,91730,2.9,24.55,30.99,40.8,53.06,70.09,51060,64460,84850,110370,145790,,,2011
17-2131,Materials Engineers,,22160,3.6,41.73,86790,0.9,25.05,31.98,40.65,51.37,61.47,52110,66520,84550,106840,127850,,,2011
17-2141,Mechanical Engineers,,238260,1.8,40.17,83550,0.7,24.68,30.52,38.09,47.39,57.67,51340,63470,79230,98580,119950,,,2011
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",,6630,4.4,43.3,90070,1.8,24.34,31.21,40.53,51.52,65.77,50620,64910,84300,107160,136800,,,2011
17-2161,Nuclear Engineers,,18430,9.4,50.56,105160,1.3,32.26,40.03,49.01,57.92,70.99,67100,83270,101930,120470,147670,,,2011
17-2171,Petroleum Engineers,,30880,4.7,66.82,138980,2.1,33.58,44.31,58.79,82.71,#,69850,92170,122280,172040,#,,,2011
17-2199,"Engineers, All Other",,125590,1.6,44.36,92260,0.8,24.13,32.44,43.55,55.64,67.51,50190,67470,90580,115740,140420,,,2011
17-3011,Architectural and Civil Drafters,,85740,1.5,24.11,50160,0.5,15.16,18.47,22.72,28.6,35.52,31520,38430,47250,59480,73880,,,2011
17-3012,Electrical and Electronics Drafters,,28010,3.2,27.52,57240,0.9,16.38,20.5,26.19,33.64,41.73,34080,42640,54470,69980,86790,,,2011
17-3013,Mechanical Drafters,,64090,1.4,25.07,52150,0.7,15.51,18.95,23.65,29.53,37.07,32260,39420,49200,61420,77110,,,2011
17-3019,"Drafters, All Other",,16070,3.4,23.25,48370,1.0,13.86,17.17,21.92,27.69,35.07,28830,35720,45600,57600,72940,,,2011
17-3021,Aerospace Engineering and Operations Technicians,,9290,5.3,29.93,62260,1.4,19.13,24.02,29.55,35.03,42.13,39780,49960,61460,72860,87640,,,2011
17-3022,Civil Engineering Technicians,,71890,1.3,23.31,48480,0.5,13.92,17.3,22.55,28.07,34.43,28960,35990,46900,58380,71610,,,2011
17-3023,Electrical and Electronics Engineering Technicians,,150020,1.4,27.52,57240,0.4,16.36,21.04,27.36,33.03,39.3,34020,43760,56900,68690,81740,,,2011
17-3024,Electro-Mechanical Technicians,,16620,4.9,25.42,52870,1.0,15.91,19.74,24.63,30.4,36.24,33090,41050,51220,63220,75390,,,2011
17-3025,Environmental Engineering Technicians,,19490,3.3,23.51,48910,1.4,13.63,16.87,21.56,28.45,36.58,28350,35080,44850,59170,76100,,,2011
17-3026,Industrial Engineering Technicians,,63030,2.0,24.93,51850,0.6,15.56,18.86,23.6,29.87,36.2,32360,39230,49090,62130,75290,,,2011
17-3027,Mechanical Engineering Technicians,,44760,2.0,25.39,52810,0.6,15.83,19.53,24.69,30.42,36.11,32930,40630,51350,63270,75110,,,2011
17-3029,"Engineering Technicians, Except Drafters, All Other",,65030,1.7,28.8,59900,0.6,15.08,20.9,28.21,35.62,43.19,31360,43480,58670,74080,89840,,,2011
17-3031,Surveying and Mapping Technicians,,48590,1.7,20.22,42050,0.4,11.74,14.78,18.92,24.85,30.48,24420,30740,39350,51690,63400,,,2011
19-0000,"Life, Physical, and Social Science Occupations",major,1082370,0.8,32.44,67470,0.4,15.05,20.2,28.52,40.54,54.63,31310,42020,59330,84320,113620,,,2011
19-1011,Animal Scientists,,2190,5.7,35.66,74170,3.0,16.82,21.37,29.44,44.35,61.35,34990,44440,61230,92240,127600,,,2011
19-1012,Food Scientists and Technologists,,12040,4.3,30.85,64170,1.0,16.31,20.79,28.05,38.61,50.52,33930,43240,58340,80300,105080,,,2011
19-1013,Soil and Plant Scientists,,11860,3.1,30.72,63890,0.7,17.28,22.05,28.34,36.38,48.62,35950,45860,58940,75670,101120,,,2011
19-1021,Biochemists and Biophysicists,,25160,5.5,42.13,87640,2.6,19.62,26.07,38.09,52.67,70.83,40810,54230,79230,109550,147320,,,2011
19-1022,Microbiologists,,17660,4.4,34.48,71720,2.1,18.93,22.91,31.36,43.34,55.63,39380,47660,65230,90150,115700,,,2011
19-1023,Zoologists and Wildlife Biologists,,18380,2.1,29.75,61880,0.7,17.46,21.85,27.6,34.96,45.23,36310,45460,57420,72710,94070,,,2011
19-1029,"Biological Scientists, All Other",,31550,2.0,35.12,73050,1.1,19.28,26.18,34.03,40.89,51.12,40100,54450,70790,85050,106320,,,2011
19-1031,Conservation Scientists,,18910,1.6,29.95,62290,0.4,17.84,22.12,28.62,35.88,43.17,37110,46000,59530,74620,89800,,,2011
19-1032,Foresters,,9000,2.1,26.99,56130,0.4,17.41,21.38,26.53,32.18,36.31,36210,44460,55190,66920,75520,,,2011
19-1041,Epidemiologists,,4610,3.8,33.49,69660,1.2,20.86,24.92,30.87,38.54,48.09,43380,51830,64220,80170,100020,,,2011
19-1042,"Medical Scientists, Except Epidemiologists",,95220,2.7,42.13,87640,1.3,20.03,25.93,36.6,50.75,70.33,41650,53930,76130,105550,146280,,,2011
19-1099,"Life Scientists, All Other",,10020,4.4,35.68,74220,1.8,19.18,23.25,30.95,44.68,61.37,39900,48350,64370,92930,127660,,,2011
19-2011,Astronomers,,2080,11.8,48.86,101630,2.8,24.25,29.34,45.91,68.91,78.82,50440,61020,95500,143340,163950,,,2011
19-2012,Physicists,,16220,4.1,53.89,112090,1.4,27.98,38.1,51.14,66.63,82.42,58190,79260,106360,138600,171430,,,2011
19-2021,Atmospheric and Space Scientists,,9640,5.0,43.68,90860,1.7,23.05,32.14,43.17,53.01,65.44,47950,66860,89790,110270,136120,,,2011
19-2031,Chemists,,80040,1.7,35.95,74780,0.9,19.33,24.59,33.54,44.87,56.66,40200,51150,69760,93330,117850,,,2011
19-2032,Materials Scientists,,7900,4.3,41.64,86600,1.2,21.77,29.88,40.67,52.07,63.2,45290,62140,84600,108300,131460,,,2011
19-2041,"Environmental Scientists and Specialists, Including Health",,83090,2.0,33.08,68810,0.7,18.31,22.78,30.25,40.37,53.16,38090,47380,62920,83970,110560,,,2011
19-2042,"Geoscientists, Except Hydrologists and Geographers",,32490,3.2,46.97,97700,1.6,22.09,28.61,40.61,56.97,81.98,45940,59510,84470,118510,170510,,,2011
19-2043,Hydrologists,,6960,2.8,38.01,79070,0.8,23.5,28.62,36.39,45.34,54.27,48890,59540,75680,94300,112890,,,2011
19-2099,"Physical Scientists, All Other",,25790,3.3,46.29,96290,1.9,21.96,31.88,45.67,59.01,71.4,45680,66320,94990,122750,148500,,,2011
19-3011,Economists,,14270,3.1,48.2,100270,1.7,24.1,31.66,43.54,59.12,74.76,50120,65850,90550,122980,155490,,,2011
19-3022,Survey Researchers,,17060,3.6,22.95,47740,2.9,9.26,12.7,19.3,30.1,40.91,19260,26420,40150,62620,85080,,,2011
19-3031,"Clinical, Counseling, and School Psychologists",,100850,1.3,35.14,73090,0.7,18.78,24.43,32.64,42.32,53.08,39060,50820,67880,88030,110410,,,2011
19-3032,Industrial-Organizational Psychologists,,1230,15.6,59.69,124160,11.5,26.6,35.74,45.54,69.21,#,55330,74340,94720,143950,#,,,2011
19-3039,"Psychologists, All Other",,10580,2.4,41.27,85830,1.0,20.31,30.67,43.27,50.45,56.19,42240,63790,90010,104940,116870,,,2011
19-3041,Sociologists,,2830,9.4,38.2,79460,1.7,21.09,27.04,35.42,46.19,62.4,43870,56230,73670,96070,129780,,,2011
19-3051,Urban and Regional Planners,,38320,2.0,32.38,67350,0.6,19.73,24.51,30.82,38.82,47.14,41040,50970,64100,80740,98060,,,2011
19-3091,Anthropologists and Archeologists,,5370,3.2,28.39,59040,0.9,15.46,19.77,26.95,35.62,43.19,32160,41120,56070,74100,89840,,,2011
19-3092,Geographers,,1430,5.8,35.66,74170,1.2,20.74,27.61,35.94,43.19,50,43140,57430,74760,89840,104000,,,2011
19-3093,Historians,,3190,4.7,27.7,57610,2.3,12.9,16.78,25.18,36.56,46.65,26840,34890,52370,76040,97020,,,2011
19-3094,Political Scientists,,5340,4.1,50.5,105040,3.1,22.8,32.25,49.93,65.75,74.75,47420,67090,103860,136760,155490,,,2011
19-3099,"Social Scientists and Related Workers, All Other",,31520,2.4,37.82,78670,1.0,21.42,28.37,36.14,45.65,55.65,44560,59000,75160,94960,115750,,,2011
19-4011,Agricultural and Food Science Technicians,,17150,3.5,17.38,36150,1.0,10.78,12.84,16.13,20.64,25.97,22420,26710,33550,42920,54020,,,2011
19-4021,Biological Technicians,,72140,2.4,20.33,42290,0.8,11.99,15.03,18.98,24.34,30.87,24940,31270,39480,50630,64200,,,2011
19-4031,Chemical Technicians,,59650,2.0,21.42,44560,0.6,12.5,15.66,20.23,26.43,32.86,25990,32580,42070,54970,68340,,,2011
19-4041,Geological and Petroleum Technicians,,14680,5.9,27.81,57840,3.0,13.75,17.44,23.89,35.33,44.75,28600,36280,49690,73490,93080,,,2011
19-4051,Nuclear Technicians,,7370,5.3,32.46,67520,1.8,19.69,25.42,32.71,38.62,45.11,40950,52860,68030,80330,93830,,,2011
19-4061,Social Science Research Assistants,,26200,4.1,20.39,42410,1.9,11.14,13.83,18.66,23.91,31.52,23170,28760,38800,49720,65550,,,2011
19-4091,"Environmental Science and Protection Technicians, Including Health",,30320,1.9,21.76,45270,0.7,12.85,15.92,20.32,26.53,33.57,26720,33100,42270,55180,69820,,,2011
19-4092,Forensic Science Technicians,,12560,1.7,26.76,55660,0.7,15.75,19.61,25.09,32.29,40.86,32760,40790,52180,67160,84980,,,2011
19-4093,Forest and Conservation Technicians,,30620,0.8,18.01,37460,0.3,11.99,13.46,16.78,21.69,26.05,24930,27990,34900,45110,54190,,,2011
19-4099,"Life, Physical, and Social Science Technicians, All Other",,58890,2.2,22,45770,0.8,11.96,15.58,20.73,27.11,34.45,24880,32410,43120,56380,71660,,,2011
21-0000,Community and Social Service Occupations,major,1890410,0.4,21.07,43830,0.4,11.13,14.42,19.17,26.28,34.17,23160,29990,39880,54650,71070,,,2011
21-1011,Substance Abuse and Behavioral Disorder Counselors,,76600,1.7,19.73,41030,0.5,12.16,14.86,18.54,23.2,28.95,25280,30900,38560,48260,60220,,,2011
21-1012,"Educational, Guidance, School, and Vocational Counselors",,244560,1.0,27.18,56540,0.7,15.45,19.86,26.02,33.6,41.83,32130,41310,54130,69890,87020,,,2011
21-1013,Marriage and Family Therapists,,33990,9.1,23.42,48710,2.0,12.13,17,22.23,28.65,35.84,25230,35350,46240,59600,74550,,,2011
21-1014,Mental Health Counselors,,114180,1.5,20.48,42590,0.6,11.94,14.88,18.84,24.46,31.57,24840,30950,39190,50870,65660,,,2011
21-1015,Rehabilitation Counselors,,110690,1.5,17.82,37070,0.6,10.05,12.44,16.22,21.83,28.12,20910,25880,33740,45410,58480,,,2011
21-1019,"Counselors, All Other",,27140,2.1,21.56,44850,0.9,11.16,15.48,20.21,27.13,33.75,23220,32190,42030,56430,70200,,,2011
21-1021,"Child, Family, and School Social Workers",,276510,0.8,21.35,44410,0.8,12.59,15.64,19.56,25.79,33.68,26190,32520,40680,53650,70050,,,2011
21-1022,Healthcare Social Workers,,133890,1.0,24.28,50500,0.4,14.98,18.56,23.37,28.98,35.11,31160,38610,48620,60280,73040,,,2011
21-1023,Mental Health and Substance Abuse Social Workers,,115390,1.4,20.5,42650,0.5,12.27,15.06,18.86,24.65,31.54,25520,31320,39230,51280,65600,,,2011
21-1029,"Social Workers, All Other",,63110,1.4,26.07,54220,0.7,14.61,18.85,25.91,32.69,38.34,30380,39210,53900,68000,79760,,,2011
21-1091,Health Educators,,56610,1.6,25.07,52150,1.6,12.92,16.81,23.05,31.5,41.1,26860,34970,47940,65520,85490,,,2011
21-1092,Probation Officers and Correctional Treatment Specialists,,88520,0.7,25.05,52110,0.7,15.01,17.75,23,31.16,39.49,31210,36920,47840,64810,82140,,,2011
21-1093,Social and Human Service Assistants,,359860,0.8,14.77,30710,0.4,9.22,11.02,13.82,17.52,21.98,19180,22930,28740,36440,45710,,,2011
21-1798,"Community and Social Service Specialists, All Other*",,121580,1.2,19.83,41250,0.6,11.01,14.29,18.19,24.31,31.11,22900,29720,37840,50560,64710,,,2011
21-2011,Clergy,,42560,2.0,23.31,48490,1.3,11.33,15.22,21.22,28.21,37.7,23570,31650,44140,58670,78420,,,2011
21-2021,"Directors, Religious Activities and Education",,17560,3.2,20.04,41690,1.4,9.06,11.94,17.54,24.93,35.18,18840,24830,36470,51860,73180,,,2011
21-2099,"Religious Workers, All Other",,7660,5.9,15.19,31600,2.7,8.37,9.23,12.57,18.42,26.39,17400,19190,26150,38310,54890,,,2011
23-0000,Legal Occupations,major,1002330,0.5,47.3,98380,0.6,16.65,22.94,36.28,62.55,#,34630,47720,75470,130100,#,,,2011
23-1011,Lawyers,,570950,0.7,62.74,130490,0.7,26.02,36.24,54.48,80.2,#,54120,75370,113310,166810,#,,,2011
23-1012,Judicial Law Clerks,,18300,3.8,22.44,46670,2.0,11.34,14.79,20.41,27.18,36.03,23590,30750,42450,56530,74940,,,2011
