11-9111,Medical and Health Services Managers,,282990,0.8,45.03,93670,0.3,24.65,31.56,40.52,52.64,69.65,51280,65650,84270,109490,144880,,,2010
11-9121,Natural Sciences Managers,,45920,2.2,62.17,129320,1.4,32.35,42.99,55.78,74.75,#,67290,89410,116020,155490,#,,,2010
11-9131,Postmasters and Mail Superintendents,,25160,0.0,29.09,60500,0.1,17.39,24.36,28.99,35.34,39.86,36170,50660,60300,73510,82910,,,2010
11-9141,"Property, Real Estate, and Community Association Managers",,147110,1.3,30,62400,0.8,12.59,17.51,24.75,36.13,53.52,26180,36430,51480,75150,111320,,,2010
11-9151,Social and Community Service Managers,,116480,0.8,29.98,62360,0.4,16.51,20.97,27.86,36.36,46.6,34330,43610,57950,75640,96920,,,2010
11-9161,Emergency Management Directors,,11800,2.2,29,60330,2.0,13.86,19.4,26.61,36.19,46.27,28840,40350,55360,75270,96230,,,2010
11-9199,"Managers, All Other",,342960,0.8,49.12,102160,0.6,24.03,33.07,46.37,60.7,75.01,49970,68790,96450,126260,156020,,,2010
13-0000,Business and Financial Operations Occupations,major,6090910,0.3,32.54,67690,0.2,16.49,21.59,29.17,39.39,51.75,34290,44910,60670,81930,107630,,,2010
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",,11790,4.9,43.19,89840,4.4,12.23,19.12,30.35,54.61,#,25440,39770,63130,113580,#,,,2010
13-1021,"Buyers and Purchasing Agents, Farm Products",,10250,3.6,30.55,63540,5.0,14.82,19.86,26.07,35.56,48.6,30830,41300,54220,73960,101080,,,2010
13-1022,"Wholesale and Retail Buyers, Except Farm Products",,108220,1.5,27.07,56300,0.7,13.98,18,23.87,32.38,43.25,29070,37430,49650,67360,89970,,,2010
13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",,272370,0.5,28.92,60160,0.2,16.85,20.94,27.2,35.48,44.23,35060,43560,56580,73800,91990,,,2010
13-1031,"Claims Adjusters, Examiners, and Investigators",,262540,1.2,28.94,60200,0.4,17.17,21.37,28.18,35.45,42.46,35710,44460,58620,73730,88320,,,2010
13-1032,"Insurance Appraisers, Auto Damage",,10280,4.8,27.75,57710,1.3,19.02,22.73,27.03,32.2,37.96,39550,47270,56230,66980,78950,,,2010
13-1041,Compliance Officers,,204000,0.5,29.88,62140,0.2,16.61,21.15,28.23,36.15,45.62,34540,44000,58720,75180,94880,,,2010
13-1051,Cost Estimators,,183790,0.8,29.84,62060,0.3,16.39,21.12,27.82,36.44,45.97,34100,43920,57860,75790,95620,,,2010
13-1074,Farm Labor Contractors,,830,10.6,17.25,35890,4.4,9.32,12.06,14.42,21.09,27.64,19370,25080,29990,43860,57480,,,2010
13-1078,"Human Resources, Training, and Labor Relations Specialists, All Other*",,417880,0.8,27.8,57830,0.4,13.97,18.68,25.33,34.66,44.84,29050,38850,52690,72100,93260,,,2010
13-1081,Logisticians,,104800,1.1,35.34,73510,0.5,20.93,26.54,34.04,42.81,51.96,43530,55210,70800,89040,108080,,,2010
13-1111,Management Analysts,,536310,0.9,41.95,87260,0.5,21.11,28.01,37.58,50.1,66.73,43900,58250,78160,104200,138790,,,2010
13-1121,"Meeting, Convention, and Event Planners*",,56950,1.9,23.45,48780,0.6,13.02,16.73,21.76,28.43,36.94,27090,34800,45260,59130,76840,,,2010
13-1141,"Compensation, Benefits, and Job Analysis Specialists",,102830,1.0,28.65,59590,0.3,17.15,21.3,27.41,34.45,42.68,35670,44300,57000,71650,88770,,,2010
13-1151,Training and Development Specialists,,203870,0.8,27.54,57280,0.3,14.96,19.54,26.04,34.22,43.03,31110,40640,54160,71180,89490,,,2010
13-1161,Market Research Analysts and Marketing Specialists*,,261780,0.9,32.14,66850,0.6,16.03,21.08,29.12,40.59,53.58,33350,43840,60570,84430,111440,,,2010
13-1199,"Business Operations Specialists, All Other*",,993980,0.6,32.55,67710,0.3,16.26,22.05,30.02,40.06,51.68,33820,45860,62450,83320,107490,,,2010
13-2011,Accountants and Auditors,,1072490,0.5,33.15,68960,0.2,18.72,23.07,29.66,39.08,51.38,38940,47990,61690,81290,106880,,,2010
13-2021,Appraisers and Assessors of Real Estate,,62560,2.2,26.07,54230,1.3,12.46,16.74,23.32,32.42,43.58,25920,34830,48500,67440,90650,,,2010
13-2031,Budget Analysts,,58290,1.2,33.97,70660,0.3,21.57,26.31,32.79,40.85,48.88,44860,54730,68200,84960,101660,,,2010
13-2041,Credit Analysts,,62680,3.1,32.78,68180,0.8,17.21,21.4,28.29,39.12,54.01,35800,44510,58850,81370,112340,,,2010
13-2051,Financial Analysts,,220810,1.2,41.36,86040,0.7,21.39,27.07,35.75,47.71,68.13,44490,56310,74350,99230,141700,,,2010
13-2052,Personal Financial Advisors,,155360,1.6,43.85,91220,1.5,15.7,20.24,31.13,53.84,#,32660,42100,64750,111990,#,,,2010
13-2053,Insurance Underwriters,,95350,2.0,31.35,65220,0.6,17.65,21.95,28.51,38.36,49.3,36700,45650,59290,79790,102540,,,2010
13-2061,Financial Examiners,,27860,3.4,39.58,82320,1.3,20.75,26.54,36.03,49.43,64.82,43170,55200,74940,102820,134820,,,2010
13-2071,Credit Counselors,,29560,3.6,20.05,41700,0.8,12.92,15.28,18.34,22.82,29.14,26870,31790,38140,47470,60600,,,2010
13-2072,Loan Officers,,283330,1.2,31.68,65900,1.0,14.87,19.44,27.16,38.53,54.02,30930,40430,56490,80140,112370,,,2010
13-2081,"Tax Examiners and Collectors, and Revenue Agents",,68530,0.4,26.36,54830,0.2,14.2,18.21,23.73,32.91,44.35,29540,37870,49360,68440,92250,,,2010
13-2082,Tax Preparers,,56990,3.5,17.82,37060,1.5,8.83,10.88,14.9,22.3,30.95,18360,22620,30990,46390,64380,,,2010
13-2099,"Financial Specialists, All Other",,154640,1.2,32.17,66920,0.6,17.31,21.79,29.32,39.28,50.01,36000,45330,60980,81700,104010,,,2010
15-0000,Computer and Mathematical Occupations,major,3283950,0.4,37.13,77230,0.3,18.9,25.75,35.44,46.47,57.75,39300,53570,73720,96650,120120,,,2010
15-1111,Computer and Information Research Scientists,,24900,3.0,49.59,103150,1.3,27.71,36.98,48.39,60.19,73.61,57630,76920,100660,125200,153120,,,2010
15-1121,Computer Systems Analysts,,495800,1.0,39.06,81250,0.4,23.25,29.35,37.38,46.79,57.24,48360,61050,77740,97320,119070,,,2010
15-1131,Computer Programmers,,333620,1.1,36.01,74900,0.5,19.62,25.93,34.32,43.95,54.9,40820,53940,71380,91420,114180,,,2010
15-1132,"Software Developers, Applications",,499280,1.1,43.47,90410,0.5,26.14,33.22,42.21,52.51,63.99,54360,69090,87790,109210,133110,,,2010
15-1133,"Software Developers, Systems Software",,378920,1.6,47.1,97960,0.6,29.35,36.41,45.28,56.57,68.91,61040,75720,94180,117670,143330,,,2010
15-1141,Database Administrators,,104080,1.0,36.41,75730,0.7,19.99,26.08,35.33,45.76,55.61,41570,54250,73490,95170,115660,,,2010
15-1142,Network and Computer Systems Administrators*,,333210,0.7,34.71,72200,0.3,20.39,25.89,33.25,42.15,51.97,42400,53850,69160,87680,108090,,,2010
15-1150,Computer Support Specialists,,579270,0.8,24,49930,0.3,13.61,17.24,22.24,28.86,37.01,28300,35860,46260,60020,76970,,,2010
15-1179,"Information Security Analysts, Web Developers, and Computer Network Architects",,243330,1.1,38.16,79370,0.4,20.76,27.52,36.37,46.95,57.67,43190,57240,75660,97660,119940,,,2010
15-1799,"Computer Occupations, All Other*",,183110,1.2,38.36,79790,0.5,20.05,28.53,38.1,47.9,56.59,41710,59350,79240,99630,117700,,,2010
15-2011,Actuaries,,18320,4.0,47.41,98620,1.1,25.53,31.68,42.14,58.06,76.92,53100,65890,87650,120770,160000,,,2010
15-2021,Mathematicians,,2830,5.2,48.2,100260,2.2,25.41,33.83,47.78,57.98,73.85,52850,70370,99380,120590,153620,,,2010
15-2031,Operations Research Analysts,,62210,1.8,37.01,76980,0.7,19.19,25.02,34.12,46.04,59.02,39920,52030,70960,95760,122750,,,2010
15-2041,Statisticians,,22830,2.4,36.57,76070,0.9,18.8,24.82,35.02,46.79,57.26,39090,51630,72830,97330,119100,,,2010
15-2091,Mathematical Technicians,,960,7.8,23.64,49170,3.7,13.46,16.09,21.58,28.15,36.68,27990,33470,44880,58540,76280,,,2010
15-2099,"Mathematical Science Occupations, All Other",,1290,7.3,34.02,70760,7.7,15.26,19.09,26.21,37.68,62.86,31730,39700,54510,78370,130750,,,2010
17-0000,Architecture and Engineering Occupations,major,2305530,0.6,36.32,75550,0.2,18.59,25.03,33.95,45.17,57.16,38670,52060,70610,93950,118900,,,2010
17-1011,"Architects, Except Landscape and Naval",,87700,1.6,37.75,78530,0.7,20.61,26.27,34.88,44.72,57.45,42860,54650,72550,93020,119500,,,2010
17-1012,Landscape Architects,,16680,4.4,32.15,66880,1.5,17.73,22.68,29.85,39.03,48.81,36880,47160,62090,81190,101530,,,2010
17-1021,Cartographers and Photogrammetrists,,11670,3.6,29.31,60970,4.4,15.99,20.28,26.21,34.79,44.58,33260,42180,54510,72350,92730,,,2010
17-1022,Surveyors,,43950,1.7,27.95,58140,0.6,14.81,19.36,26.39,34.79,43.23,30800,40260,54880,72360,89930,,,2010
17-2011,Aerospace Engineers,,78450,6.0,47.59,99000,1.6,29.14,36.75,46.86,57.83,68.92,60620,76440,97480,120290,143360,,,2010
17-2021,Agricultural Engineers,,2520,6.2,35.96,74790,2.6,20.29,25.98,34.18,43,55.36,42210,54030,71090,89430,115150,,,2010
17-2031,Biomedical Engineers,,15280,5.3,40.76,84780,1.3,23.89,29.84,39.2,49.79,61.06,49690,62070,81540,103570,126990,,,2010
17-2041,Chemical Engineers,,28720,2.9,45.48,94590,0.9,27.17,34.11,43.42,54.15,67.15,56520,70940,90300,112630,139670,,,2010
17-2051,Civil Engineers,,249120,1.1,39.56,82280,0.4,24.31,29.61,37.29,47.11,57.37,50560,61590,77560,97990,119320,,,2010
17-2061,Computer Hardware Engineers,,66960,3.1,48.85,101600,0.9,29.5,37.29,47.5,59.44,71.1,61360,77570,98810,123630,147890,,,2010
17-2071,Electrical Engineers,,148770,1.4,42.2,87770,0.4,25.98,32.16,40.65,50.89,61.83,54030,66880,84540,105860,128610,,,2010
17-2072,"Electronics Engineers, Except Computer",,133660,1.6,44.58,92730,0.5,27.82,34.3,43.35,53.78,64.94,57860,71340,90170,111860,135080,,,2010
17-2081,Environmental Engineers,,49800,1.9,39.98,83160,0.9,23.55,29.57,37.86,47.68,57.24,48980,61500,78740,99180,119060,,,2010
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",,23390,2.3,37.6,78210,0.6,21.89,28.38,36.26,46.26,55.03,45530,59030,75430,96210,114470,,,2010
17-2112,Industrial Engineers,,202990,1.2,37.72,78450,0.3,23.89,29.5,36.59,44.74,54.25,49700,61360,76100,93070,112830,,,2010
17-2121,Marine Engineers and Naval Architects,,5720,9.5,42.2,87770,4.7,20.77,27.85,38.42,51.09,69.4,43200,57920,79920,106280,144350,,,2010
17-2131,Materials Engineers,,21830,2.5,41.28,85860,0.9,24.85,31.22,39.96,50.52,60.96,51680,64930,83120,105090,126800,,,2010
17-2141,Mechanical Engineers,,234400,1.9,39.65,82480,0.7,24.3,29.98,37.58,47.19,57.44,50550,62360,78160,98150,119480,,,2010
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",,6270,5.0,41.99,87350,2.2,23.54,30.62,39.84,49.83,62.36,48950,63700,82870,103640,129700,,,2010
17-2161,Nuclear Engineers,,18610,8.2,48.8,101500,1.0,32.33,40,48.04,56.72,68.41,67250,83200,99920,117980,142290,,,2010
17-2171,Petroleum Engineers,,28210,4.7,61.53,127970,2.2,30.52,41.31,54.85,76.24,#,63480,85930,114080,158580,#,,,2010
17-2199,"Engineers, All Other",,139610,2.2,44.12,91770,0.6,23.81,32.3,43.4,55.5,66.64,49530,67180,90270,115440,138610,,,2010
17-3011,Architectural and Civil Drafters,,89670,1.6,23.43,48740,0.4,14.42,17.82,22.32,28.2,34.69,29990,37070,46430,58660,72150,,,2010
17-3012,Electrical and Electronics Drafters,,27960,2.6,26.9,55960,0.9,16.33,20.19,25.49,32.66,39.9,33960,42000,53020,67920,82990,,,2010
17-3013,Mechanical Drafters,,64440,1.7,24.62,51200,0.6,15.22,18.65,23.46,29.17,36.1,31660,38800,48810,60670,75080,,,2010
17-3019,"Drafters, All Other",,15210,3.1,23.17,48190,0.9,13.8,17.04,21.68,27.82,35.29,28690,35450,45100,57870,73410,,,2010
17-3021,Aerospace Engineering and Operations Technicians,,8480,5.2,28.84,59990,1.7,16.63,22.33,27.93,34.18,42.24,34590,46440,58080,71090,87860,,,2010
17-3022,Civil Engineering Technicians,,77050,1.3,23.05,47940,0.4,13.97,17.27,22.26,27.77,33.87,29060,35930,46290,57760,70450,,,2010
17-3023,Electrical and Electronics Engineering Technicians,,147750,1.4,27.26,56690,0.4,16.38,20.9,26.94,32.27,39.08,34070,43470,56040,67110,81290,,,2010
17-3024,Electro-Mechanical Technicians,,15970,3.8,24.6,51160,1.0,15.05,19.03,23.82,29.52,35.33,31310,39590,49550,61400,73490,,,2010
17-3025,Environmental Engineering Technicians,,18450,3.5,22.51,46820,0.9,13.46,16.61,20.86,27.01,34.62,28000,34550,43390,56180,72020,,,2010
17-3026,Industrial Engineering Technicians,,61630,1.9,24.3,50540,0.5,15.17,18.56,23.18,29.11,35.31,31560,38610,48210,60560,73440,,,2010
17-3027,Mechanical Engineering Technicians,,44170,2.2,24.74,51450,0.6,15.36,19.01,24.09,29.74,35.57,31940,39540,50110,61850,73980,,,2010
17-3029,"Engineering Technicians, Except Drafters, All Other",,66560,1.6,28.39,59060,0.6,15.03,20.69,27.89,35.2,42.47,31260,43040,58020,73220,88350,,,2010
17-3031,Surveying and Mapping Technicians,,53870,1.8,19.41,40370,0.5,11.28,14.16,18.22,23.73,29.27,23450,29450,37900,49360,60870,,,2010
19-0000,"Life, Physical, and Social Science Occupations",major,1064510,0.8,31.92,66390,0.4,14.89,19.94,28.14,39.78,53.92,30980,41470,58530,82740,112150,,,2010
19-1011,Animal Scientists,,2440,5.7,32.77,68170,2.6,16.33,20.63,28,41.6,56.32,33980,42910,58250,86530,117150,,,2010
19-1012,Food Scientists and Technologists,,10480,4.0,31.43,65380,1.1,16.5,21.25,28.93,39.43,51.04,34330,44200,60180,82020,106160,,,2010
19-1013,Soil and Plant Scientists,,12120,3.7,30.09,62600,0.8,16.55,21.34,27.57,35.88,48.91,34420,44390,57340,74630,101740,,,2010
19-1021,Biochemists and Biophysicists,,22800,4.1,41.63,86580,1.3,20.7,27.18,38.17,51.16,68.47,43050,56540,79390,106410,142420,,,2010
19-1022,Microbiologists,,18330,6.2,34.63,72030,2.1,18.84,23.04,31.69,43.55,55.63,39180,47930,65920,90590,115720,,,2010
19-1023,Zoologists and Wildlife Biologists,,17440,2.2,29.64,61660,0.7,17.14,21.85,27.61,34.95,44.93,35660,45460,57430,72700,93450,,,2010
19-1029,"Biological Scientists, All Other",,30430,1.6,34.28,71310,1.2,18.64,25.1,32.8,40.11,49.18,38780,52200,68220,83430,102300,,,2010
19-1031,Conservation Scientists,,18880,1.5,29.42,61200,0.4,17.33,21.71,28.51,35.86,43,36050,45150,59310,74590,89440,,,2010
19-1032,Foresters,,9470,2.7,26.82,55790,0.4,17.15,21.01,26.22,31.97,36.32,35670,43700,54540,66510,75540,,,2010
19-1041,Epidemiologists,,4710,6.9,32.83,68280,1.5,20.37,24.49,30.29,37.76,47.3,42360,50930,63010,78530,98380,,,2010
19-1042,"Medical Scientists, Except Epidemiologists",,93560,3.2,41.69,86710,1.3,19.98,25.89,36.87,50.73,68.65,41560,53860,76700,105530,142800,,,2010
19-1099,"Life Scientists, All Other",,10610,4.2,34.67,72120,1.8,18.17,22.47,29.97,43.67,59.93,37790,46750,62340,90830,124650,,,2010
19-2011,Astronomers,,1840,10.9,44.88,93340,3.1,23.42,27.78,41.95,60.7,74.75,48710,57790,87260,126250,155480,,,2010
19-2012,Physicists,,16860,7.2,53.86,112020,1.8,28.3,38.32,51.14,66.85,#,58850,79710,106370,139060,#,,,2010
19-2021,Atmospheric and Space Scientists,,8640,3.9,42.31,88010,1.6,21.66,30.87,42.2,51.88,63.52,45050,64200,87780,107900,132130,,,2010
19-2031,Chemists,,80180,1.9,35.21,73240,0.6,18.87,24.04,32.85,44.4,55.83,39250,50010,68320,92360,116130,,,2010
19-2032,Materials Scientists,,8390,5.0,41.49,86300,1.1,22.02,30.18,40.73,51.98,62.53,45810,62780,84720,108110,130070,,,2010
19-2041,"Environmental Scientists and Specialists, Including Health",,81690,2.1,32.6,67810,1.0,18.2,22.51,29.66,39.42,51.92,37850,46820,61700,82000,107990,,,2010
19-2042,"Geoscientists, Except Hydrologists and Geographers",,30830,3.1,44.89,93380,1.4,21.07,27.8,39.66,55.51,77.36,43820,57820,82500,115460,160910,,,2010
19-2043,Hydrologists,,6910,3.7,38.11,79280,1.2,23.21,28.49,36.39,45.33,54.08,48280,59260,75690,94280,112490,,,2010
19-2099,"Physical Scientists, All Other",,24690,2.4,46.05,95780,1.6,23.13,32.75,45.57,58.32,70.72,48110,68130,94780,121300,147100,,,2010
19-3011,Economists,,13250,2.6,47.77,99350,1.9,23.2,30.67,43,59.02,74.76,48250,63790,89450,122760,155490,,,2010
19-3022,Survey Researchers,,17850,3.6,20.89,43450,4.0,8.97,11.49,17.33,26.82,37.52,18660,23900,36050,55780,78030,,,2010
19-3031,"Clinical, Counseling, and School Psychologists",,100700,1.4,34.87,72540,0.7,18.76,24.21,32.12,41.47,52.24,39010,50360,66810,86250,108670,,,2010
19-3032,Industrial-Organizational Psychologists,,1420,14.3,54.82,114040,11.1,23.67,32.39,41.99,66.55,#,49230,67370,87330,138420,#,,,2010
19-3039,"Psychologists, All Other",,10690,3.3,41.59,86510,1.5,19.81,31.11,43.22,51,57.66,41200,64710,89900,106090,119940,,,2010
19-3041,Sociologists,,3710,8.5,38.53,80130,2.4,21.16,26.69,34.79,46.64,62.44,44000,55520,72360,97010,129870,,,2010
19-3051,Urban and Regional Planners,,38830,2.1,31.74,66020,0.6,19.43,24.02,30.31,37.93,46.36,40410,49960,63040,78890,96420,,,2010
19-3091,Anthropologists and Archeologists,,5100,3.7,27.9,58040,1.7,15.05,18.8,26.07,35.01,43,31310,39110,54230,72820,89440,,,2010
19-3092,Geographers,,1300,2.6,35.05,72890,1.0,20.41,27.38,35,42.43,49.25,42450,56960,72800,88260,102440,,,2010
19-3093,Historians,,3320,8.3,27.81,57840,2.2,12.68,16.49,25.73,36.95,46,26370,34310,53520,76870,95690,,,2010
19-3094,Political Scientists,,4470,3.6,51.89,107930,3.0,23.42,34.52,51.65,65.75,74.76,48720,71800,107420,136770,155490,,,2010
19-3099,"Social Scientists and Related Workers, All Other",,28420,2.1,37.45,77890,1.1,20.88,27.61,35.88,44.98,55.64,43430,57420,74620,93550,115720,,,2010
19-4011,Agricultural and Food Science Technicians,,16890,3.6,16.89,35140,0.8,10.45,12.58,15.75,20.09,25.29,21730,26170,32760,41790,52600,,,2010
19-4021,Biological Technicians,,72940,2.5,20.07,41740,0.6,11.99,14.77,18.76,24.1,30.24,24930,30730,39020,50120,62890,,,2010
19-4031,Chemical Technicians,,59440,1.9,21.25,44200,0.6,12.51,15.62,20.21,26.01,32.07,26030,32490,42040,54100,66710,,,2010
19-4041,Geological and Petroleum Technicians,,13560,5.4,29.04,60410,2.8,14.4,18.75,25.97,35.53,48.01,29950,38990,54020,73910,99860,,,2010
19-4051,Nuclear Technicians,,6960,5.2,32.37,67330,1.6,19.51,25.84,32.73,38.39,45.14,40570,53740,68090,79850,93890,,,2010
19-4061,Social Science Research Assistants,,25830,2.7,19.28,40090,2.1,10.28,13.42,17.9,22.83,29.24,21370,27910,37230,47480,60810,,,2010
19-4091,"Environmental Science and Protection Technicians, Including Health",,28480,2.1,21.36,44440,0.7,12.78,15.77,19.9,25.93,32.52,26590,32790,41380,53940,67630,,,2010
19-4092,Forensic Science Technicians,,12390,1.5,26.46,55040,0.7,15.82,19.55,24.79,31.92,39.9,32900,40670,51570,66380,82990,,,2010
19-4093,Forest and Conservation Technicians,,32290,0.7,17.72,36860,0.3,11.99,13.45,16.05,21.14,25.86,24930,27990,33390,43970,53780,,,2010
19-4099,"Life, Physical, and Social Science Technicians, All Other",,55360,2.2,22.1,45980,0.7,12.31,15.97,20.84,26.98,34.17,25600,33220,43350,56130,71080,,,2010
21-0000,Community and Social Service Occupations,major,1901180,0.4,20.76,43180,0.4,10.96,14.2,18.89,25.79,33.48,22800,29530,39280,53650,69640,,,2010
21-1011,Substance Abuse and Behavioral Disorder Counselors,,77940,2.2,19.62,40810,1.2,11.87,14.55,18.33,23.13,29.04,24690,30270,38120,48100,60400,,,2010
21-1012,"Educational, Guidance, School, and Vocational Counselors",,246890,1.1,26.91,55970,0.8,15.21,19.59,25.67,32.99,41.47,31630,40750,53380,68620,86250,,,2010
21-1013,Marriage and Family Therapists,,33050,9.3,22.85,47530,2.2,11.48,16.55,21.98,27.96,34.75,23870,34420,45720,58150,72280,,,2010
21-1014,Mental Health Counselors,,110300,1.6,19.88,41360,0.6,11.63,14.43,18.34,23.94,30.59,24180,30010,38150,49800,63630,,,2010
21-1015,Rehabilitation Counselors,,111490,1.5,17.24,35850,0.6,9.98,12.13,15.55,20.69,27.27,20770,25230,32350,43030,56720,,,2010
21-1019,"Counselors, All Other",,28140,2.3,21.33,44380,0.9,11.32,15.26,20.02,26.91,33.19,23540,31740,41650,55970,69040,,,2010
21-1021,"Child, Family, and School Social Workers",,276100,0.8,21.08,43850,0.8,12.58,15.52,19.33,25.21,32.71,26170,32270,40210,52450,68030,,,2010
21-1022,Healthcare Social Workers,,143080,1.1,23.65,49200,0.6,14.17,17.81,22.71,28.49,34.6,29460,37040,47230,59260,71970,,,2010
21-1023,Mental Health and Substance Abuse Social Workers,,119960,1.6,20.13,41880,0.5,12.12,14.84,18.56,24.24,30.51,25210,30870,38600,50420,63460,,,2010
21-1029,"Social Workers, All Other",,69920,1.6,25.13,52270,0.8,14.11,18.05,24.76,31.72,37.14,29340,37550,51500,65970,77260,,,2010
21-1091,Health Educators,,58150,1.6,24.17,50270,1.5,12.85,16.46,22.03,30.13,39.15,26730,34240,45830,62670,81430,,,2010
21-1092,Probation Officers and Correctional Treatment Specialists,,89900,0.7,24.64,51240,0.8,14.86,17.52,22.69,30.2,38.82,30920,36440,47200,62820,80750,,,2010
21-1093,Social and Human Service Assistants,,357500,0.9,14.47,30100,0.5,9.03,10.82,13.56,17.2,21.59,18780,22510,28200,35770,44910,,,2010
21-1798,"Community and Social Service Specialists, All Other*",,112010,1.2,19.83,41250,0.7,10.87,14.23,18.32,24.43,31.16,22600,29600,38100,50810,64810,,,2010
21-2011,Clergy,,42820,2.0,23.22,48290,1.3,11.64,15.28,21.14,28.06,37.21,24210,31780,43970,58360,77390,,,2010
21-2021,"Directors, Religious Activities and Education",,16840,3.6,19.52,40600,1.5,8.9,11.82,17.39,23.86,33.42,18520,24580,36170,49640,69520,,,2010
21-2099,"Religious Workers, All Other",,7090,5.9,15.42,32070,2.7,8.06,9.17,12.87,19.4,26.44,16760,19080,26780,40340,54990,,,2010
23-0000,Legal Occupations,major,992650,0.5,46.6,96940,0.6,16.44,22.71,35.86,61.95,#,34200,47240,74580,128850,#,,,2010
23-1011,Lawyers,,561350,0.7,62.23,129440,0.7,26.02,36.15,54.21,79.55,#,54130,75200,112760,165470,#,,,2010
23-1012,Judicial Law Clerks,,25150,3.5,21.18,44060,1.7,11.12,14.22,19.12,25.41,34.12,23130,29590,39780,52850,70960,,,2010
